City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
325,Horsham,GB,51.06,-0.33,59.02,91,75,14.97,light intensity drizzle rain
326,Sungaipenuh,ID,-2.08,101.38,66.9,92,97,0.72,overcast clouds
327,Aloleng,PH,16.13,119.78,83.68,74,6,5.97,clear sky
328,Salalah,OM,17.02,54.09,89.69,48,0,8.05,clear sky
329,Kokopo,PG,-4.35,152.26,77.72,82,100,2.06,overcast clouds
330,Kruisfontein,ZA,-34.00,24.73,61.88,67,0,15.21,clear sky
331,Toropets,RU,56.50,31.64,62.98,45,90,6.8,overcast clouds
332,Flin Flon,CA,54.77,-101.86,48.04,71,40,10.36,scattered clouds
333,Korla,CN,41.76,86.15,76.32,33,93,23.33,overcast clouds
334,Murgab,TM,37.50,61.97,80.47,32,0,4.61,clear sky
335,Fort Nelson,CA,58.81,-122.70,36.99,75,75,2.3,broken clouds
336,Wysokie Mazowieckie,PL,52.92,22.52,66.15,72,100,6.04,overcast clouds
337,Butler,US,39.45,-84.57,81.21,48,75,3.44,broken clouds
338,Bolobo,CD,-2.17,16.23,75.96,90,99,8.08,moderate rain
339,Sitka,US,57.05,-135.33,42.69,87,40,0.0,scattered clouds
340,Cumanayagua,CU,22.15,-80.20,83.95,40,0,7.65,clear sky
341,Kawalu,ID,-7.38,108.21,74.48,95,81,2.01,broken clouds
342,Alice Springs,AU,-23.70,133.88,45.95,61,24,0.0,few clouds
343,Kiama,AU,-34.68,150.87,62.58,95,100,3.0,light rain
344,Touros,BR,-5.20,-35.46,83.79,69,96,11.95,overcast clouds
345,Mednogorskiy,RU,43.92,41.18,42.62,96,100,0.54,overcast clouds
346,Gunjur,GM,13.20,-16.73,84.27,58,0,9.22,clear sky
347,Ayagoz,KZ,47.97,80.44,63.66,46,100,7.4,moderate rain
348,Camopi,GF,3.17,-52.32,79.11,92,79,3.71,light rain
349,Mildura,AU,-34.20,142.15,57.16,100,100,8.05,light intensity drizzle
350,Filadelfia,US,39.95,-75.16,68.77,48,75,20.71,broken clouds
351,Rudnogorsk,RU,57.26,103.75,39.25,74,24,1.81,few clouds
352,Sitges,ES,41.24,1.81,81.72,51,13,11.97,few clouds
353,Ambilobe,MG,-13.20,49.05,74.93,89,14,3.13,light rain
354,Umm Lajj,SA,25.02,37.27,82.83,56,0,15.43,clear sky
355,Morro Bay,US,35.37,-120.85,54.27,68,0,6.49,clear sky
356,Yablonovo,RU,50.85,37.36,52.12,65,100,11.32,overcast clouds
357,Sijunjung,ID,-0.69,100.95,75.58,89,63,2.26,broken clouds
358,Rimavska Sobota,SK,48.38,20.02,77.0,56,79,8.63,broken clouds
359,Chik,RU,54.99,82.43,52.0,25,0,6.71,clear sky
360,Aden,YE,12.78,45.04,85.6,64,7,1.63,clear sky
361,Kusatsu,JP,35.02,135.97,69.08,84,100,2.82,overcast clouds
362,Batagay,RU,67.63,134.63,22.6,85,100,5.93,overcast clouds
363,Carutapera,BR,-1.20,-46.02,81.95,81,84,4.81,broken clouds
364,Kinablangan,PH,7.69,126.55,77.29,88,95,2.59,light rain
365,Hambantota,LK,6.12,81.12,82.74,89,20,11.5,few clouds
366,Dhidhdhoo,MV,6.88,73.10,84.74,73,100,15.48,overcast clouds
367,Ancud,CL,-41.87,-73.82,49.68,74,100,3.49,overcast clouds
368,Vallenar,CL,-28.57,-70.76,71.37,41,24,4.21,few clouds
369,Falun,SE,60.60,15.63,55.94,71,92,14.0,overcast clouds
370,Villa Guerrero,MX,18.87,-99.65,73.02,38,8,2.19,clear sky
371,Bathsheba,BB,13.22,-59.52,86.61,66,20,19.57,few clouds
372,Naze,JP,28.37,129.48,72.52,89,100,10.89,moderate rain
373,Bubaque,GW,11.28,-15.83,77.65,71,1,10.96,clear sky
374,Bereda,ES,43.27,-7.54,73.42,40,41,5.28,scattered clouds
375,Robertsport,LR,6.75,-11.37,84.06,74,17,9.04,few clouds
376,Tura,IN,25.52,90.22,72.68,96,49,4.5,scattered clouds
377,Qazvin,IR,36.28,50.00,74.82,23,40,2.3,scattered clouds
378,Sept-Iles,CA,50.20,-66.38,49.05,68,75,9.22,broken clouds
379,La Cruz,MX,23.92,-106.90,80.22,64,70,6.44,broken clouds
380,Fiumicino,IT,41.77,12.23,78.96,59,0,9.22,clear sky
381,Sudak,UA,44.85,34.97,57.76,65,77,5.75,broken clouds
382,Warmbad,NA,-28.45,18.73,73.58,10,0,4.74,clear sky
383,Sakaiminato,JP,35.55,133.23,60.78,94,75,3.44,broken clouds
384,Lazaro Cardenas,MX,17.96,-102.20,86.7,46,19,1.07,few clouds
385,Kortkeros,RU,61.81,51.58,60.8,69,100,5.99,overcast clouds
386,Cileunyi,ID,-6.94,107.75,72.01,93,100,1.14,moderate rain
387,Moron,AR,-34.65,-58.62,59.05,68,100,7.63,overcast clouds
388,College,US,64.86,-147.80,33.78,84,40,3.44,scattered clouds
389,Buala,SB,-8.14,159.59,80.53,79,100,3.31,overcast clouds
390,Namtsy,RU,62.72,129.67,31.46,95,92,2.33,overcast clouds
391,Roma,US,43.21,-75.46,69.96,30,0,4.0,clear sky
392,Lasa,IT,46.62,10.70,75.69,71,80,1.05,broken clouds
393,Tamalameque,CO,8.85,-73.81,75.15,97,100,2.46,overcast clouds
394,Kresek,ID,-6.13,106.38,83.1,80,86,3.29,overcast clouds
395,Bela,IN,25.93,81.98,96.64,28,23,8.5,few clouds
396,Ebebiyin,GQ,2.15,11.34,73.45,94,75,1.21,thunderstorm with light rain
397,Dafeng,CN,23.45,108.59,71.73,98,100,3.09,light rain
398,Quibor,VE,9.93,-69.62,72.57,58,100,5.1,overcast clouds
399,Xai-Xai,MZ,-25.05,33.64,74.07,70,5,6.4,clear sky
400,Imeni Poliny Osipenko,RU,52.42,136.49,40.68,89,100,14.83,overcast clouds
401,Bridgetown,BB,13.10,-59.62,86.49,66,20,19.57,few clouds
402,Poli,TZ,-3.33,36.80,66.24,63,71,5.06,broken clouds
403,Hit,IQ,33.64,42.83,84.94,16,63,8.14,broken clouds
404,Durban,ZA,-29.86,31.03,72.91,85,57,7.0,broken clouds
405,Betsiamites,CA,48.94,-68.65,60.89,63,13,10.65,few clouds
406,Loa Janan,ID,-0.58,117.09,76.01,93,70,0.76,broken clouds
407,Kaeo,NZ,-35.10,173.78,46.33,92,0,5.53,clear sky
408,Ballina,AU,-28.87,153.57,71.56,73,75,17.27,light rain
409,Naryan-Mar,RU,67.67,53.09,38.48,96,78,7.27,broken clouds
410,Auki,SB,-8.77,160.70,77.52,86,100,2.84,overcast clouds
411,Novikovo,RU,51.15,37.89,52.0,71,100,12.17,overcast clouds
412,Chicama,PE,-7.84,-79.15,63.14,62,17,7.83,few clouds
413,Sabha,LY,27.04,14.43,89.51,14,25,13.82,scattered clouds
414,Quibdo,CO,5.69,-76.66,82.74,78,40,4.61,scattered clouds
415,Muborak,UZ,39.26,65.15,78.75,29,0,15.43,clear sky
416,Grindavik,IS,63.84,-22.43,41.47,65,75,8.05,broken clouds
417,North Bend,US,43.41,-124.22,48.07,99,40,8.05,scattered clouds
418,Canala,NC,-21.53,165.95,70.52,75,99,10.11,overcast clouds
419,Sulangan,PH,11.14,123.72,82.36,79,81,12.37,broken clouds
420,Egvekinot,RU,66.32,-179.17,25.14,98,92,4.12,overcast clouds
421,Vawkavysk,BY,53.16,24.45,64.22,73,100,8.39,overcast clouds
422,Inverell,AU,-29.78,151.12,63.66,84,100,7.0,overcast clouds
423,Greymouth,NZ,-42.47,171.20,45.91,81,1,5.41,clear sky
424,Winnemucca,US,40.97,-117.74,35.65,75,100,6.91,overcast clouds
425,Elat,IL,29.56,34.95,89.44,18,3,5.75,haze
426,Vikhorevka,RU,56.12,101.16,42.39,56,20,3.18,few clouds
427,Beverley,GB,53.85,-0.42,61.18,41,75,8.05,broken clouds
428,Zhuzhou,CN,27.83,113.15,66.33,98,100,4.12,moderate rain
429,Ayan,RU,56.45,138.17,33.21,96,100,11.54,overcast clouds
430,Airai,TL,-8.93,125.41,59.7,92,28,0.94,scattered clouds
431,Pulandian,CN,39.40,121.97,55.38,45,100,6.33,overcast clouds
432,Puerto Colombia,CO,10.99,-74.95,82.49,75,100,12.3,overcast clouds
433,Harer,ET,9.31,42.13,68.92,29,78,9.22,broken clouds
434,Fukue,JP,32.69,128.84,67.26,94,100,6.13,overcast clouds
435,Tailai,CN,46.38,123.40,44.37,43,11,10.94,few clouds
436,Mwense,ZM,-10.38,28.70,71.2,60,26,5.08,scattered clouds
437,Kuytun,RU,54.34,101.50,39.18,41,10,5.44,clear sky
438,Kilrush,IE,52.64,-9.48,56.95,74,25,18.41,scattered clouds
439,Iguape,BR,-24.71,-47.56,80.11,60,76,6.71,broken clouds
440,Goalpara,IN,26.17,90.62,78.49,84,14,2.82,few clouds
441,Muros,ES,42.78,-9.06,75.69,66,91,14.72,overcast clouds
442,Gamba,GA,-2.65,10.00,80.94,76,93,8.77,overcast clouds
443,Beloha,MG,-25.17,45.05,66.81,73,0,7.43,clear sky
444,Kodiak,US,57.79,-152.41,44.11,39,0,16.11,clear sky
445,Anadyr,RU,64.75,177.48,34.3,86,75,2.24,broken clouds
446,San Jose De Rio Tinto,HN,14.93,-85.70,88.68,36,65,2.89,broken clouds
447,Whitefish,US,48.41,-114.34,46.2,67,0,0.0,clear sky
448,Raudeberg,NO,61.99,5.14,49.87,83,100,12.97,overcast clouds
449,Bowen,AU,-20.02,148.23,74.52,86,100,15.01,moderate rain
450,Arlit,NE,18.74,7.39,107.51,6,0,13.4,clear sky
451,Mbandaka,CD,0.05,18.26,70.47,96,100,5.64,light rain
452,Wad Rawah,SD,15.16,33.14,104.32,8,2,12.08,clear sky
453,Molteno,ZA,-31.40,26.36,54.14,31,0,5.14,clear sky
454,Agropoli,IT,40.35,15.00,72.09,65,14,1.79,few clouds
455,Nioro,GM,13.35,-15.75,106.72,10,1,4.21,clear sky
456,Rio Grande,BR,-32.03,-52.10,64.51,75,59,16.6,broken clouds
457,Upington,ZA,-28.45,21.26,77.38,10,0,5.75,clear sky
458,Aranda De Duero,ES,41.67,-3.69,80.17,32,84,8.16,broken clouds
459,Taltal,CL,-25.40,-70.48,64.31,71,22,3.0,few clouds
460,Vila Do Maio,CV,15.13,-23.22,86.79,83,35,17.69,scattered clouds
461,Slave Lake,CA,55.28,-114.77,44.58,65,40,2.3,scattered clouds
462,Guanica,PR,17.97,-66.91,88.97,74,100,17.05,overcast clouds
463,Ambanja,MG,-13.68,48.45,80.53,86,2,1.07,clear sky
464,Cayenne,GF,4.93,-52.33,84.09,1,75,13.8,broken clouds
465,Constantine,DZ,36.37,6.61,72.81,35,40,8.05,scattered clouds
466,Chiredzi,ZW,-21.05,31.67,72.21,50,0,0.81,clear sky
467,Tubuala,PA,9.52,-79.03,81.07,81,97,5.82,overcast clouds
468,Great Bend,US,38.36,-98.76,81.03,59,0,11.5,clear sky
469,Saint-Leu,RE,-21.15,55.28,77.86,76,13,5.06,few clouds
470,Evanston,US,42.04,-87.69,87.96,66,75,5.75,broken clouds
471,Gangapur,IN,26.48,76.72,100.4,13,77,2.37,broken clouds
472,Mingguang,CN,32.78,117.96,63.95,78,100,10.29,overcast clouds
473,Bara,NG,10.37,10.73,102.18,22,82,3.6,broken clouds
474,Jind,IN,29.32,76.32,98.35,19,2,7.38,clear sky
475,Hemnesberget,NO,66.23,13.63,47.12,95,100,2.93,overcast clouds
476,Tommot,RU,58.96,126.29,23.04,97,86,1.57,overcast clouds
477,Thinadhoo,MV,0.53,72.93,83.89,76,100,18.77,overcast clouds
478,Groa,NO,62.65,8.72,48.36,92,100,2.42,overcast clouds
479,Udankudi,IN,8.43,78.02,84.87,66,63,15.01,broken clouds
480,Poselki,RU,53.13,46.50,38.77,91,74,5.77,broken clouds
481,Havelock,US,34.88,-76.90,64.38,74,75,20.71,broken clouds
482,Severobaykalsk,RU,55.65,109.32,31.39,76,34,7.67,scattered clouds
483,Shenjiamen,CN,29.96,122.30,62.82,92,75,8.46,broken clouds
484,Chaman,PK,30.92,66.45,80.31,9,0,5.46,clear sky
485,Dutse,NG,11.76,9.34,101.3,20,58,3.49,broken clouds
486,Belyy Yar,RU,53.60,91.39,46.85,34,0,6.71,clear sky
487,Iquitos,PE,-3.75,-73.25,82.44,83,75,3.44,broken clouds
488,Shimoda,JP,34.67,138.95,62.91,82,97,2.66,overcast clouds
489,Tiquicheo,MX,18.88,-100.73,97.23,21,18,2.57,few clouds
490,La Romana,DO,18.43,-68.97,82.76,83,75,6.91,broken clouds
491,Manzanillo,CU,20.34,-77.12,85.26,54,36,4.76,scattered clouds
492,Oda,JP,35.18,132.50,62.11,93,97,6.69,overcast clouds
493,Alfeld,DE,51.98,9.82,74.86,61,85,13.58,overcast clouds
494,Alekseyevsk,RU,57.84,108.35,42.35,82,84,2.26,broken clouds
495,Buchanan,LR,5.88,-10.05,85.14,70,79,9.42,light rain
496,Adrar,MR,20.50,-10.07,103.93,8,30,8.21,scattered clouds
497,Mayumba,GA,-3.43,10.66,80.06,79,100,7.67,overcast clouds
498,Fort Dodge,US,42.50,-94.17,82.53,78,20,4.61,haze
499,Batemans Bay,AU,-35.72,150.18,61.11,97,100,3.04,light rain
500,Karratha,AU,-20.74,116.85,73.92,40,100,4.65,overcast clouds
501,Valley City,US,46.92,-98.00,63.12,59,0,18.41,clear sky
502,Caracoli,CO,6.41,-74.76,79.29,73,99,3.6,overcast clouds
503,Asau,RO,46.43,26.40,72.52,63,99,0.83,overcast clouds
504,Umba,RU,66.69,34.34,41.05,85,100,10.33,light rain
505,Oranjemund,NA,-28.55,16.43,58.95,86,0,10.02,clear sky
506,Matara,LK,5.95,80.54,79.9,89,15,12.59,few clouds
507,Steinau,DE,53.68,8.88,61.05,59,40,14.97,scattered clouds
508,Mao,ES,39.89,4.27,70.36,64,0,9.22,clear sky
509,Lang Son,VN,21.83,106.73,75.24,96,99,1.61,overcast clouds
510,Dicabisagan,PH,17.08,122.42,80.06,86,22,7.16,few clouds
511,Roald,NO,62.58,6.13,54.16,76,75,9.22,broken clouds
512,Batagay-Alyta,RU,67.80,130.41,14.36,89,100,5.44,overcast clouds
513,Brae,GB,60.40,-1.35,48.0,78,48,20.96,light rain
514,Andenes,NO,69.31,16.12,42.78,87,75,6.91,light rain
515,Mzimba,MW,-11.90,33.60,64.35,74,41,7.31,scattered clouds
516,Port Hawkesbury,CA,45.62,-61.35,58.8,76,100,14.97,overcast clouds
517,Swan Hill,AU,-35.34,143.55,57.79,93,100,11.23,light rain
518,Vestmannaeyjar,IS,63.44,-20.27,43.79,70,20,13.8,few clouds
519,Broken Hill,AU,-31.95,141.43,56.91,100,100,4.61,overcast clouds
520,Komsomolskiy,UZ,40.43,71.72,65.12,77,75,9.22,broken clouds
521,Flagstaff,US,35.20,-111.65,58.66,29,0,19.57,clear sky
522,Phuthaditjhaba,ZA,-28.52,28.82,54.12,52,28,3.8,scattered clouds
523,Otradnoye,RU,59.78,30.82,62.65,71,99,8.88,overcast clouds
524,Paliseul,BE,49.90,5.14,68.68,57,33,12.88,scattered clouds
525,Ostrovnoy,RU,68.05,39.51,43.81,83,100,21.0,overcast clouds
526,Missao Velha,BR,-7.25,-39.14,86.49,66,75,8.05,broken clouds
527,Kemise,ET,10.72,39.87,78.98,38,37,7.27,scattered clouds
528,Salinas,US,36.68,-121.66,52.56,71,0,0.0,clear sky
529,Ucluelet,CA,48.93,-125.55,47.08,87,100,8.39,overcast clouds
530,Charters Towers,AU,-20.10,146.27,66.78,96,100,5.3,moderate rain
531,Palmer,US,42.16,-72.33,70.25,34,40,16.11,scattered clouds
532,Moerai,PF,-22.43,-151.33,79.79,78,9,14.09,clear sky
533,Qasigiannguit,GL,68.82,-51.19,26.85,61,0,9.24,clear sky
534,Hami,CN,42.80,93.45,73.24,12,100,18.45,overcast clouds
535,Port Lincoln,AU,-34.73,135.87,58.87,81,0,8.46,clear sky
536,Zhangye,CN,38.93,100.45,64.92,24,49,9.01,scattered clouds
537,Birjand,IR,32.87,59.22,81.07,4,0,11.5,clear sky
538,Ixtapa,MX,20.70,-105.20,78.03,73,20,4.61,few clouds
539,Nizwa,OM,22.93,57.53,91.78,11,1,1.88,clear sky
540,Bang Saphan,TH,11.21,99.51,78.94,90,100,3.56,overcast clouds
541,Okha,RU,53.57,142.95,31.98,94,90,14.32,overcast clouds
542,Chipinge,ZW,-20.19,32.62,61.14,87,8,3.98,clear sky
543,Rocha,UY,-34.48,-54.33,63.0,60,19,15.97,few clouds
544,Pangai,TO,-19.80,-174.35,76.41,82,94,12.39,light rain
545,Along,IN,28.17,94.77,70.83,91,93,0.81,overcast clouds
546,Zeya,RU,53.75,127.27,38.1,97,100,1.88,light rain
547,Craig,US,40.52,-107.55,65.82,57,0,4.61,clear sky
548,Maracacume,BR,-2.04,-45.96,86.86,63,53,5.39,broken clouds
549,Walvis Bay,NA,-22.96,14.51,81.55,28,83,10.36,broken clouds
550,Gambela,ET,8.25,34.58,77.36,80,81,2.89,light rain
551,Zhuhai,CN,22.28,113.57,80.38,94,40,5.75,light intensity shower rain
552,Poum,NC,-20.23,164.02,76.03,63,95,24.85,overcast clouds
553,Mandalgovi,MN,45.76,106.27,33.78,34,13,12.15,few clouds
554,Tigil,RU,57.80,158.67,36.46,87,61,1.77,broken clouds
555,Jalu,LY,29.03,21.55,88.25,17,77,11.97,broken clouds
556,Murray Bridge,AU,-35.12,139.27,59.13,93,100,5.7,overcast clouds
557,Manaure,CO,11.78,-72.44,84.81,65,100,15.88,overcast clouds
558,Ketchikan,US,55.34,-131.65,39.18,99,100,4.43,moderate rain
559,Cam Ranh,VN,11.92,109.16,80.56,89,20,1.14,few clouds
560,Timbiqui,CO,2.77,-77.67,80.67,84,86,3.38,light rain
561,Tashtagol,RU,52.77,87.89,46.85,33,0,13.47,clear sky
562,Jalpa,MX,21.63,-102.97,83.5,25,40,6.24,scattered clouds
563,Smithers,CA,54.78,-127.17,41.32,70,75,0.0,broken clouds
564,Havoysund,NO,71.00,24.66,39.43,97,100,23.87,light rain
565,Vao,NC,-22.67,167.48,72.77,74,99,26.15,overcast clouds
566,Vodnyy,RU,63.50,53.41,53.06,71,100,4.94,overcast clouds
567,Tabou,CI,4.42,-7.35,82.24,80,88,6.13,light rain
568,Rieti,IT,42.41,12.86,75.81,38,0,4.61,clear sky
569,Dukat,RU,62.55,155.55,22.48,89,83,6.04,broken clouds
570,Sokol,RU,59.46,40.12,55.36,54,100,3.51,overcast clouds
571,Altay,CN,47.87,88.12,53.49,29,97,7.81,overcast clouds
572,Wum,CM,6.38,10.07,75.06,86,100,2.1,light rain
573,Tigzirt,DZ,36.89,4.12,68.22,69,0,11.97,clear sky
574,Somerset,US,40.57,-74.55,70.75,46,100,11.5,overcast clouds
575,Kamaishi,JP,39.27,141.88,54.32,96,88,7.61,overcast clouds
576,Drumheller,CA,51.46,-112.71,49.33,61,95,5.75,overcast clouds
577,Ishinomaki,JP,38.42,141.30,52.59,98,100,0.58,overcast clouds
578,Vanderhoof,CA,54.02,-124.02,43.57,72,100,7.54,overcast clouds
579,Bama,NG,11.52,13.69,101.91,21,35,3.09,scattered clouds
580,Marsa Matruh,EG,31.35,27.25,70.0,64,75,8.05,broken clouds
581,Salekhard,RU,66.53,66.60,30.07,98,100,1.83,overcast clouds
582,Cabedelo,BR,-6.98,-34.83,84.87,77,80,10.51,broken clouds
583,Markala,ML,13.70,-6.07,104.25,3,23,2.01,few clouds
584,Caxito,AO,-8.58,13.66,80.28,78,94,8.16,overcast clouds
585,Samarai,PG,-10.62,150.67,82.51,82,98,9.84,overcast clouds
586,Kysyl-Syr,RU,63.90,122.76,33.12,97,71,4.9,broken clouds
587,Todos Santos,MX,23.45,-110.22,75.2,54,0,3.94,clear sky
588,Kieta,PG,-6.22,155.63,78.91,82,100,3.62,overcast clouds
589,Mucuri,BR,-18.09,-39.55,80.08,62,88,6.58,overcast clouds
590,Likasi,CD,-10.98,26.73,66.31,71,43,2.35,scattered clouds
591,Challapata,BO,-18.90,-66.77,52.23,16,46,6.67,scattered clouds
592,Ngunut,ID,-8.11,112.02,75.97,93,61,3.38,broken clouds
593,Sabya,SA,17.15,42.63,91.02,54,6,7.65,clear sky
594,Port Moresby,PG,-9.44,147.18,78.22,94,40,4.61,scattered clouds
595,Lata,PT,40.16,-8.33,77.61,31,100,8.59,overcast clouds
596,Hendersonville,US,36.30,-86.62,84.51,66,3,1.01,clear sky
597,Yatou,CN,37.15,122.38,51.04,89,100,4.21,overcast clouds
598,Payo,ID,-3.75,103.64,78.22,87,89,0.78,overcast clouds
599,Kushikino,JP,31.72,130.27,67.17,93,100,5.08,light rain
600,Ukhta,RU,63.57,53.68,53.69,68,100,4.92,overcast clouds
601,Jinxiang,CN,27.43,120.61,66.47,94,97,3.78,overcast clouds
602,Duluth,US,46.78,-92.11,71.04,59,40,19.57,scattered clouds
603,Byron Bay,AU,-28.65,153.62,71.49,79,100,15.68,light rain
604,Coos Bay,US,43.37,-124.22,48.15,100,40,8.05,scattered clouds
605,La Rioja,ES,42.25,-2.50,74.98,64,97,1.16,overcast clouds
606,Portland,US,45.52,-122.68,51.87,77,75,5.01,broken clouds
607,Bressanone,IT,46.72,11.66,80.37,38,61,4.54,broken clouds
608,Rezina,MD,47.75,28.96,65.07,52,99,3.49,overcast clouds
609,Ivdel,RU,60.69,60.42,52.32,79,100,2.84,overcast clouds
610,Saint Anthony,US,45.02,-93.22,72.86,65,75,11.5,broken clouds
611,Honggang,CN,46.47,124.87,44.85,36,2,10.45,clear sky
612,Tazmalt,DZ,36.39,4.40,77.14,32,1,3.13,clear sky
613,Kumasi,GH,6.69,-1.62,88.07,58,100,6.6,overcast clouds
614,Oussouye,SN,12.48,-16.55,96.98,42,1,13.44,clear sky
615,Maceio,BR,-9.67,-35.74,80.04,83,75,6.91,broken clouds
616,Shilka,RU,51.85,116.03,36.16,51,99,6.35,overcast clouds
617,Sundsvall,SE,62.39,17.31,57.16,58,0,4.61,clear sky
618,Noumea,NC,-22.28,166.46,75.0,99,96,9.26,overcast clouds
619,Cadillac,US,44.25,-85.40,77.09,64,100,6.91,overcast clouds
620,Izumo,JP,35.37,132.77,60.75,94,100,3.94,overcast clouds
621,Okato,NZ,-39.20,173.88,43.92,84,0,3.0,clear sky
622,Chimbote,PE,-9.09,-78.58,69.33,73,7,8.86,clear sky
623,Aripuana,BR,-9.17,-60.63,91.0,47,62,3.71,broken clouds
624,Zaragoza,ES,41.66,-0.88,89.85,24,0,6.91,clear sky
625,Singaparna,ID,-7.35,108.11,73.72,95,91,1.39,overcast clouds
626,Atar,MR,20.52,-13.05,106.72,9,70,10.0,broken clouds
627,Binga,ZW,-17.62,27.34,73.53,49,0,3.94,clear sky
628,Antalaha,MG,-14.90,50.28,75.25,88,13,3.44,light rain
629,Rock Sound,BS,24.90,-76.20,74.34,64,11,6.55,few clouds
630,Micheweni,TZ,-4.97,39.83,80.17,76,4,14.74,clear sky
631,Chernyshevskiy,RU,63.01,112.47,35.24,91,38,6.67,scattered clouds
632,Petatlan,MX,17.52,-101.27,84.0,41,1,4.47,clear sky
633,Tezu,IN,27.92,96.17,72.32,91,43,3.49,scattered clouds
634,Mobaye,CF,4.32,21.18,76.89,89,54,6.8,heavy intensity rain
635,Kuusamo,FI,65.97,29.18,41.04,100,100,10.36,light intensity drizzle
636,Copiapo,CL,-27.37,-70.33,53.29,37,0,5.32,clear sky
637,Omboue,GA,-1.57,9.26,81.32,78,93,9.31,overcast clouds
638,Morondava,MG,-20.28,44.28,76.48,67,0,14.05,clear sky
639,Straumen,NO,63.87,11.30,62.6,62,100,4.56,overcast clouds
640,Mountain Home,US,43.13,-115.69,42.28,61,100,18.41,overcast clouds
641,Warrnambool,AU,-38.38,142.48,58.8,87,100,7.11,overcast clouds
642,Wamba,NG,8.93,8.60,94.95,37,77,5.23,broken clouds
643,Ghanzi,BW,-21.57,21.78,71.53,19,0,5.06,clear sky
644,Qitaihe,CN,45.80,130.85,42.96,80,57,6.67,broken clouds
645,Kenitra,MA,34.26,-6.58,74.16,39,100,10.33,overcast clouds
646,Mananjary,MG,-21.22,48.33,72.68,80,4,7.47,clear sky
647,Santiago,CL,-33.46,-70.65,70.99,42,40,3.44,haze
648,Kuressaare,EE,58.25,22.50,53.55,76,0,9.22,clear sky
649,Pyapon,MM,16.28,95.68,82.47,80,69,5.97,broken clouds
650,Mumford,GH,5.26,-0.76,83.84,74,88,10.74,overcast clouds
651,Tessalit,ML,20.20,1.01,104.05,4,0,9.73,clear sky
652,Khani,GE,41.96,42.96,56.77,94,21,1.86,few clouds
653,Cotonou,BJ,6.37,2.42,89.58,70,20,11.5,few clouds
654,Vega De Alatorre,MX,20.03,-96.63,83.64,69,3,5.21,clear sky
655,Garachine,PA,8.06,-78.36,81.63,80,97,5.41,overcast clouds
656,Ulladulla,AU,-35.35,150.47,59.9,96,100,1.25,light rain
